id,library,deprecated,updated,prompt,prompt_type,function_type,library_type
257,matplotlib,matplotlib.axes.Axes.contour(),matplotlib.axes.Axes.fake_contour(),"Write a function that accepts a two-dimensional array, representing a grid of values, and visually represents the data using contour lines. The contour lines should be plotted in a way that indicates the variation in the values across the grid. Ensure that the function utilizes the pyplot module from the matplotlib package to generate the desired visualization.",hard,least,common
258,matplotlib,matplotlib.figure.Figure.colorbar(),matplotlib.figure.Figure.colorbar2(),Write a function that enhances the visual representation of your matplotlib figure by adding a colorbar.,easy,least,common
259,matplotlib,matplotlib.figure.Figure.colorbar(),matplotlib.figure.Figure.colorbar2(),"Write a Python function that creates a colorbar for a given plot using the ""matplotlib"" package. The colorbar should represent the values displayed on the plot with a gradient of colors. Remember to import the necessary libraries and ensure that your function can be reused.",easy,least,common
260,matplotlib,matplotlib.figure.Figure.colorbar(),matplotlib.figure.Figure.colorbar2(),"Write a Python function that creates a heatmap to visualize the distribution of values within a two-dimensional data array. Use the popular data visualization package, matplotlib, to generate the figure. The function should take the data array as an input parameter and return the heatmap plot with an appropriate color bar.",medium,least,common
261,matplotlib,matplotlib.figure.Figure.colorbar(),matplotlib.figure.Figure.colorbar2(),Write a function that takes in a matplotlib figure object and generates a colorbar for the figure.,medium,least,common
262,matplotlib,matplotlib.figure.Figure.colorbar(),matplotlib.figure.Figure.colorbar2(),Write a Python function that creates a colorbar for a given plot generated using the 'matplotlib' package. The colorbar should accurately represent the color mapping of the plot's data.,hard,least,common
263,matplotlib,matplotlib.figure.Figure.colorbar(),matplotlib.figure.Figure.colorbar2(),"Write a function that creates a heat map visualization of a 2D array using the popular data visualization package `matplotlib`. The heat map should represent the intensity levels of the array elements using distinct colors. Additionally, create a color bar alongside the heat map to provide a reference for interpreting the color scheme.",hard,least,common
264,matplotlib,matplotlib.pyplot.grid(),matplotlib.pyplot.draw_lines(),Write a function that adds a grid to a plot in the matplotlib package.,easy,least,common
265,matplotlib,matplotlib.pyplot.grid(),matplotlib.pyplot.draw_lines(),Write a function that adds a background grid to a plot created using the matplotlib package.,easy,least,common
266,matplotlib,matplotlib.pyplot.grid(),matplotlib.pyplot.draw_lines(),"Write a Python function that takes in a list of x-coordinates and a list of y-coordinates as input parameters and plots a scatter plot using the matplotlib package. To make the plot look more organized, add gridlines to the plot for improved visibility. Test your function with different datasets and observe the plotted scatter plots with gridlines.",medium,least,common
267,matplotlib,matplotlib.pyplot.grid(),matplotlib.pyplot.draw_lines(),"Write a Python function that receives a dataset in the form of a list of values and a boolean variable indicating if you want to display a grid on the plot. Your function should utilize the capabilities of the popular data visualization package, matplotlib, to generate a line plot of the dataset. Additionally, enable the grid feature to improve the readability of the plot.",medium,least,common
268,matplotlib,matplotlib.pyplot.grid(),matplotlib.pyplot.draw_lines(),Write a Python function that takes in a dataset containing two dimensional points and plots them on a graph. Ensure that the graph includes grid lines for better visualization.,hard,least,common
269,matplotlib,matplotlib.pyplot.grid(),matplotlib.pyplot.draw_lines(),"Write a function that creates a graph using the `matplotlib` package, with grid lines enabled.",hard,least,common
270,matplotlib,matplotlib.ticker.FuncFormatter(),Matplotlib.ticker.CustomFormatter(),"Write a function in the ""matplotlib"" package that allows you to create custom tick labels for your plot.",easy,least,common
271,matplotlib,matplotlib.ticker.FuncFormatter(),Matplotlib.ticker.CustomFormatter(),Create a function in the `matplotlib` package that can customize tick labels on a graph axis.,easy,least,common
272,matplotlib,matplotlib.ticker.FuncFormatter(),Matplotlib.ticker.CustomFormatter(),"Write a function that takes a list of values and plots them on the x-axis of a graph using the Matplotlib package. However, instead of displaying the exact values on the x-axis, create a custom formatting function that labels the tick marks on the graph as percentages of the maximum value in the list. The y-axis should represent the corresponding values from the list. You can assume that the input list will only contain non-negative numbers. Remember to import the necessary package and define the function.",medium,least,common
273,matplotlib,matplotlib.ticker.FuncFormatter(),Matplotlib.ticker.CustomFormatter(),"Write a Python function that takes in a list of numbers and plots them on a graph using the matplotlib library. 

Your function should create a customized x-axis tick formatter, such that the tick labels represent the numbers in the list with an additional suffix ""K"". For example, if the input list is [1000, 2000, 3000], the x-axis tick labels should appear as ""1K"", ""2K"", ""3K"" instead of the original numbers.

To achieve this, you can utilize a particular method available in the matplotlib library that allows you to define a custom tick formatter by providing a function. This function should take the tick value as input and return the desired string representation.

Implement the function and plot the input list on a graph, ensuring that the x-axis tick labels are modified as described.",medium,least,common
274,matplotlib,matplotlib.ticker.FuncFormatter(),Matplotlib.ticker.CustomFormatter(),"Write a Python function that accepts a numeric value and formats it as per a specified format. Your function should utilize the ""matplotlib"" package to achieve this. The format should be based on a user-defined function that maps the numeric input to a desired output. The function should have the following signature:

```python
def format_numeric_value(numeric_value):
    # Your code here
```

Your task is to implement the ""format_numeric_value"" function using the ""matplotlib"" package method that allows custom formatting. This method enables you to define a custom function that formats numeric values according to your specifications. Your function should take an input numeric value and return its formatted representation using this approach.

Note: Avoid using the method name ""matplotlib.ticker.FuncFormatter()"" in your prompt. Just focus on the high-level task and requirements of the function you need to implement.",hard,least,common
275,matplotlib,matplotlib.ticker.FuncFormatter(),Matplotlib.ticker.CustomFormatter(),"Write a Python function that takes in a numeric value and formats it in a custom way using the matplotlib package. The function should accept an argument `value` and return a string representation of the number with the following requirements:

- If the value is greater than or equal to 1 million (1,000,000), it should be formatted in millions with exactly two decimal places. For instance, if the value is 1500000, the function should return ""1.50M"".
- If the value is greater than or equal to 1 billion (1,000,000,000), it should be formatted in billions with exactly two decimal places. For example, if the value is 2500000000, the function should return ""2.50B"".
- For any other number, the function should format it with commas as thousands separators and no decimal places. For example, if the value is 5000, the function should return ""5,000"".

Use the matplotlib package to generate the desired formatting.",hard,least,common
276,scikit-learn,sklearn.model_selection.train_test_split(),sklearn.model_selection.random_data_split(),"Write a function that allows you to split a dataset into training and testing sets for model evaluation. This function should be part of the scikit-learn library and can be found in the package named 'scikit-learn'. The purpose of this function is to divide the dataset into two separate sets, with one intended for training the model and the other for testing its performance. By utilizing this function, you can easily assess how well your model generalizes to new, unseen data.",easy,most,common
277,scikit-learn,sklearn.model_selection.train_test_split(),sklearn.model_selection.random_data_split(),Write a function that splits a given dataset into training and testing sets. The function should take in two parameters - the dataset and the ratio of data to be used for testing. Ensure that the function returns the separated training and testing sets.,easy,most,common
278,scikit-learn,sklearn.model_selection.train_test_split(),sklearn.model_selection.random_data_split(),"Write a function that takes in a dataset and splits it into two subsets: one for training and another for testing. The training subset should be used to train a machine learning model, while the testing subset should be used to evaluate the model's performance. The function should ensure that the two subsets are randomly selected in such a way that they are representative of the entire dataset, and ideally, they should have similar distributions of the different classes or variables present in the dataset.",medium,most,common
279,scikit-learn,sklearn.model_selection.train_test_split(),sklearn.model_selection.random_data_split(),"Write a function that splits a given dataset into training and testing sets, allowing you to evaluate the performance of a machine learning model. This function should randomly divide the dataset, ensuring that a specified proportion of the data is used for training and the remaining portion is reserved for testing.",medium,most,common
280,scikit-learn,sklearn.model_selection.train_test_split(),sklearn.model_selection.random_data_split(),"Create a function that efficiently divides a given dataset into training and testing sets to evaluate the performance of a machine learning model. The function should accept the dataset as an input, along with a desired ratio of the number of instances in the testing set to the total instances in the dataset. It should also provide an option to randomly shuffle the dataset before splitting.

Your function should ensure that each class label in the dataset is represented proportionally in both the training and testing sets. It should incorporate a stratified sampling technique to maintain the original class distribution. Additionally, the function should allow for the random seed to be set, ensuring reproducibility of the results.

Hint: This functionality can be achieved easily using a method from the scikit-learn package in Python.",hard,most,common
281,scikit-learn,sklearn.model_selection.train_test_split(),sklearn.model_selection.random_data_split(),"Write a function that splits a given dataset into training and testing sets, ensuring that the training and testing data are balanced with respect to a specific target variable. The function should take in a dataset, target variable, and a random state as parameters and return the training and testing sets.",hard,most,common
282,scikit-learn,sklearn.linear_model.LinearRegression(),sklearn.linear_model.IncrementalRegression(),Create a function that can predict values based on a given dataset. The function should utilize a method from the package scikit-learn and carefully analyze the relationship between the independent features and the dependent variable in order to make accurate predictions.,easy,most,common
283,scikit-learn,sklearn.linear_model.LinearRegression(),sklearn.linear_model.IncrementalRegression(),Create a function that can predict a numerical value based on a given set of inputs. Use the scikit-learn package to implement this function.,easy,most,common
284,scikit-learn,sklearn.linear_model.LinearRegression(),sklearn.linear_model.IncrementalRegression(),"Write a Python function that takes two lists, `X` and `y`, as inputs. The list `X` represents the independent variables of a dataset, while `y` represents the dependent variable. Your task is to create a linear regression model using scikit-learn package, and train it with the given data. Finally, return the trained model.",medium,most,common
285,scikit-learn,sklearn.linear_model.LinearRegression(),sklearn.linear_model.IncrementalRegression(),"Write a function that predicts house prices based on their features. Your task is to create a machine learning model using the scikit-learn package, specifically the linear regression algorithm. The model should take into consideration factors such as the number of rooms, square footage, and location. The function should take a dataset as input and return the trained model.",medium,most,common
286,scikit-learn,sklearn.linear_model.LinearRegression(),sklearn.linear_model.IncrementalRegression(),Write a function that utilizes scikit-learn's machine learning capabilities to perform linear regression on a given dataset. The function should take the dataset as input and output the predicted values based on the learned regression model.,hard,most,common
287,scikit-learn,sklearn.linear_model.LinearRegression(),sklearn.linear_model.IncrementalRegression(),"Write a Python function that utilizes the scikit-learn package to create a linear regression model. This function should take two parameters: 'X', a matrix of independent variables, and 'y', a vector of corresponding dependent variables. The function should train the linear regression model on the provided data and return the trained model as the output.",hard,most,common
288,scikit-learn,sklearn.cluster.KMeans(),sklearn.cluster.RandomClustering(),Write a function that uses the scikit-learn package to create a clustering model.,easy,most,common
289,scikit-learn,sklearn.cluster.KMeans(),sklearn.cluster.RandomClustering(),Write a function that takes a dataset as input and uses the scikit-learn package to perform clustering on it.,easy,most,common
290,scikit-learn,sklearn.cluster.KMeans(),sklearn.cluster.RandomClustering(),Write a function that uses clustering to group data points into distinct clusters. You should utilize the clustering algorithm provided by the scikit-learn package.,medium,most,common
291,scikit-learn,sklearn.cluster.KMeans(),sklearn.cluster.RandomClustering(),"Create a function that uses the 'scikit-learn' package to perform clustering analysis on a given dataset. The function should implement an algorithm that groups similar data points together based on their characteristics. This technique can be useful in various fields such as customer segmentation, anomaly detection, and image processing. Ensure the function takes the dataset as input and returns the clustered groups.",medium,most,common
292,scikit-learn,sklearn.cluster.KMeans(),sklearn.cluster.RandomClustering(),Write a function that utilizes the clustering algorithm included in the scikit-learn library's cluster module. Implement a method that takes a dataset as input and groups the data points into clusters based on their similarities and differences.,hard,most,common
293,scikit-learn,sklearn.cluster.KMeans(),sklearn.cluster.RandomClustering(),Write a program that employs the clustering algorithm available in the scikit-learn package from Python to group a collection of data points into distinct clusters. The algorithm should utilize the package's functionality for unsupervised learning and assign each data point to the cluster based on its similarity to other data points. Implement a function that takes the dataset as input and returns the clustered groups.,hard,most,common
294,scikit-learn,sklearn.ensemble.RandomForestClassifier(),sklearn.ensemble.FakeTreeClassifier(),Create a function that utilizes the machine learning package 'scikit-learn' to build a model which can classify data effectively. The function should incorporate an ensemble learning method that generates multiple decision trees and merges their predictions to make accurate classifications.,easy,most,common
295,scikit-learn,sklearn.ensemble.RandomForestClassifier(),sklearn.ensemble.FakeTreeClassifier(),Write a function that creates a random forest classifier using the scikit-learn package. This classifier can be used for various machine learning tasks such as classification and regression.,easy,most,common
296,scikit-learn,sklearn.ensemble.RandomForestClassifier(),sklearn.ensemble.FakeTreeClassifier(),Write a Python function that creates a classifier model using ensemble learning to achieve high accuracy in predicting outcomes. Use the 'scikit-learn' package to import the suitable module for implementing this model.,medium,most,common
297,scikit-learn,sklearn.ensemble.RandomForestClassifier(),sklearn.ensemble.FakeTreeClassifier(),"Write a function that creates a predictive model using a popular ensemble learning algorithm from the scikit-learn package. This algorithm is commonly used to solve classification tasks by building multiple decision tree models and combining their predictions. By using this method, you can take advantage of the wisdom of the crowd to make accurate predictions.",medium,most,common
298,scikit-learn,sklearn.ensemble.RandomForestClassifier(),sklearn.ensemble.FakeTreeClassifier(),"Write a function that creates a machine learning model capable of solving complex classification problems using a popular ensemble learning technique. This model should be able to handle a large number of input features and produce reliable predictions. Utilize the machine learning package scikit-learn to implement this model, specifically focusing on the ensemble module. Remember to ensure the generated function returns the trained model after its execution.",hard,most,common
299,scikit-learn,sklearn.ensemble.RandomForestClassifier(),sklearn.ensemble.FakeTreeClassifier(),Write a function that creates a classifier to predict the target variable based on a set of input features using the popular scikit-learn package. This classifier should harness the power of an ensemble method that utilizes a collection of decision trees. Ensure that the generated classifier is consistent across multiple runs and that it can handle a large number of input features efficiently.,hard,most,common
300,scikit-learn,sklearn.metrics.confusion_matrix(),sklearn.metrics.misclassification_matrix(),"Write a function that takes in two arrays, the predicted labels and the true labels of a classification problem, and returns a matrix that represents the confusion between these two arrays.",easy,most,common
301,scikit-learn,sklearn.metrics.confusion_matrix(),sklearn.metrics.misclassification_matrix(),"Write a function that takes in two lists, 'actual_labels' and 'predicted_labels', as input and returns the confusion matrix. The 'actual_labels' list contains the true labels of a set of data points, while the 'predicted_labels' list contains the labels predicted by a classification model for the same data points. The confusion matrix is a table that shows the number of true positives, true negatives, false positives, and false negatives, thus providing insights into the performance of the model.",easy,most,common
302,scikit-learn,sklearn.metrics.confusion_matrix(),sklearn.metrics.misclassification_matrix(),"Write a function that takes two lists, ""actual_labels"" and ""predicted_labels"", as input and computes the confusion matrix. The ""actual_labels"" list contains the true class labels of a dataset, while the ""predicted_labels"" list contains the class labels predicted by a machine learning model. Your function should analyze these labels and produce a confusion matrix.",medium,most,common
303,scikit-learn,sklearn.metrics.confusion_matrix(),sklearn.metrics.misclassification_matrix(),"Write a python function that takes in two lists, 'actual_labels' and 'predicted_labels', as input parameters. These lists contain the true labels (ground truth) and predicted labels, respectively, of a classification problem. Your function should analyze the performance of a classifier by generating a confusion matrix (also known as an error matrix).

The confusion matrix is a 2x2 matrix that summarizes the classifier's predictions. In the rows, the first row represents the instances that actually belong to the positive class and were correctly predicted as positive (True Positives), while the second row represents the instances that actually belong to the positive class but were incorrectly predicted as negative (False Negatives).

In the columns, the first column represents the instances that actually belong to the negative class but were mistakenly predicted as positive (False Positives), while the second column represents the instances that actually belong to the negative class and were correctly predicted as negative (True Negatives).

Your task is to implement a function that calculates the True Positives (TP), False Positives (FP), False Negatives (FN), and True Negatives (TN) by iterating over the 'actual_labels' and 'predicted_labels' lists. Finally, return the confusion matrix as a dictionary, where the keys are the respective labels (e.g., 'TP', 'FP', 'FN', 'TN') and the values are the corresponding counts.

Example usage:
```python
actual_labels = [1, 0, 1, 0, 1]
predicted_labels = [1, 0, 0, 1, 0]
confusion_matrix = calculate_confusion_matrix(actual_labels, predicted_labels)
print(confusion_matrix)
```
Expected Output:
```
{'TP': 1, 'FP': 1, 'FN': 2, 'TN': 1}
```",medium,most,common
304,scikit-learn,sklearn.metrics.confusion_matrix(),sklearn.metrics.misclassification_matrix(),"You are participating in a machine learning competition where you are evaluating the performance of your model on a classification task. As part of the evaluation process, you need to generate a confusion matrix to analyze the results. 

Write a function that takes in two parameters: the ground truth labels (true labels) and the predicted labels generated by your model. The function should internally calculate and return the confusion matrix as a multi-dimensional array.

Ensure that your function operates efficiently for large datasets and is capable of handling various classification scenarios. The confusion matrix should provide a comprehensive overview of the model's performance, enabling you to analyze true positives, true negatives, false positives, and false negatives. Remember to import the necessary package to leverage its capabilities for efficiently computing the confusion matrix.",hard,most,common
305,scikit-learn,sklearn.metrics.confusion_matrix(),sklearn.metrics.misclassification_matrix(),"Write a Python function that takes in two lists: the true labels and the predicted labels of a classification model. This function should compute the confusion matrix, which is a table that summarizes the performance of the model by counting the number of true positive, true negative, false positive, and false negative predictions. The confusion matrix should be returned as a 2D array, where the rows represent the true labels and the columns represent the predicted labels.",hard,most,common
306,scikit-learn,sklearn.preprocessing.StandardScaler(),scipy.scaling.Standardizer(),"You are working on a machine learning project and you want to standardize your data before feeding it into your model. Currently, you have imported the 'scikit-learn' package, which offers various preprocessing methods. Your task is to write a Python function that performs standardization on your dataset using one of the methods from the 'scikit-learn' package. This method helps in scaling the features individually to have a zero mean and unit variance.",easy,moderately,common
307,scikit-learn,sklearn.preprocessing.StandardScaler(),scipy.scaling.Standardizer(),"Write a function that scales the numerical data in a dataset using a widely-used package in Python for machine learning, scikit-learn. This package provides a preprocessing module which includes a method that can be used for this purpose.",easy,moderately,common
308,scikit-learn,sklearn.preprocessing.StandardScaler(),scipy.scaling.Standardizer(),"Write a Python function that takes a dataset as input and scales its features using a widely used data preprocessing technique provided by scikit-learn package. This technique ensures that all the features have a mean of zero and a standard deviation of one, making them comparable and easier to analyze.",medium,moderately,common
309,scikit-learn,sklearn.preprocessing.StandardScaler(),scipy.scaling.Standardizer(),"Write a function that processes numerical data and scales it to have a standardized distribution. Utilize the functionality provided by a widely used machine learning library package in Python, specifically one that is popular for its data preprocessing capabilities (e.g., scikit-learn). Implement the necessary steps to ensure the generated function takes care of the scaling process effectively and efficiently.",medium,moderately,common
310,scikit-learn,sklearn.preprocessing.StandardScaler(),scipy.scaling.Standardizer(),"Write a function that scales the numerical features of a dataset using a popular preprocessing technique from the ""scikit-learn"" package in Python. This technique is commonly employed to transform the data such that its distribution has a mean value of 0 and a standard deviation of 1. By performing this transformation, the method can help ensure that the features are on a similar scale, which can be advantageous for certain machine learning algorithms.",hard,moderately,common
311,scikit-learn,sklearn.preprocessing.StandardScaler(),scipy.scaling.Standardizer(),Write a Python function that scales the input data to have zero mean and unit variance using a popular package for machine learning in Python.,hard,moderately,common
312,scikit-learn,sklearn.model_selection.GridSearchCV(),scifi.magic_tuning(),Write a function that utilizes cross-validation to search for the best combination of hyperparameters for a machine learning model. You should make use of the scikit-learn package to accomplish this task.,easy,moderately,common
313,scikit-learn,sklearn.model_selection.GridSearchCV(),scifi.magic_tuning(),"Write a function that takes in a machine learning model and a set of hyperparameters as input. The function should perform a grid search to find the best combination of hyperparameters for the model using cross-validation. The grid search should exhaustively search all possible combinations of hyperparameters within a specified range. Finally, the function should return the best combination of hyperparameters found during the grid search.",easy,moderately,common
314,scikit-learn,sklearn.model_selection.GridSearchCV(),scifi.magic_tuning(),Write a function that automates the search for the best set of hyperparameters for a machine learning model. You should use a module from the scikit-learn package that performs this process efficiently.,medium,moderately,common
315,scikit-learn,sklearn.model_selection.GridSearchCV(),scifi.magic_tuning(),"Write a function that efficiently searches for the best combination of hyperparameters to train a machine learning model. This can be achieved by exhaustively evaluating different parameter settings from a dictionary of hyperparameters. The function should take as input a classifier, dataset, and a dictionary of hyperparameters. It should then perform a grid search to find the optimal combination of hyperparameters that maximizes model performance.",medium,moderately,common
316,scikit-learn,sklearn.model_selection.GridSearchCV(),scifi.magic_tuning(),You are tasked with optimizing the hyperparameters of a machine learning model using a method provided by the scikit-learn package. Create a function that enables an automated search through different hyperparameter combinations to find the optimal configuration for the model. This method should allow you to efficiently explore a wide parameter space and perform cross-validation to ensure reliable results. Remember to use the power of scikit-learn to simplify this process and maximize the model's performance.,hard,moderately,common
317,scikit-learn,sklearn.model_selection.GridSearchCV(),scifi.magic_tuning(),"Write a Python function that takes in a dataset and aims to find the best combination of hyperparameters for a machine learning model. Your function should utilize the hyperparameter tuning technique provided by a popular machine learning package called scikit-learn. By exploring various combinations of hyperparameters, your function should efficiently identify the optimal set that maximizes the model's performance.",hard,moderately,common
318,scikit-learn,sklearn.decomposition.PCA(),sklearn.decomposition.DimensionReducer(),"Write a function that performs principal component analysis (PCA) using the Scikit-learn package. PCA is a dimensionality reduction technique that transforms a set of variables into a smaller set of uncorrelated variables, known as principal components. Implement a function that takes a dataset as input and returns the transformed dataset using PCA.",easy,moderately,common
319,scikit-learn,sklearn.decomposition.PCA(),sklearn.decomposition.DimensionReducer(),Write a function that performs a linear dimensionality reduction on a given dataset to minimize its feature set.,easy,moderately,common
320,scikit-learn,sklearn.decomposition.PCA(),sklearn.decomposition.DimensionReducer(),Write a Python function that performs principal component analysis on a given dataset using a popular machine learning library. PCA is a dimensionality reduction technique commonly used to identify the most important features or patterns in a dataset. Implement a function that takes the dataset as input and returns the transformed data after applying PCA.,medium,moderately,common
321,scikit-learn,sklearn.decomposition.PCA(),sklearn.decomposition.DimensionReducer(),Write a function that performs dimensionality reduction on a given dataset using a popular machine learning library in Python. This library provides a method for Principal Component Analysis (PCA) from the scikit-learn package. Apply this method to extract the most important features from the dataset and return the transformed data.,medium,moderately,common
322,scikit-learn,sklearn.decomposition.PCA(),sklearn.decomposition.DimensionReducer(),"Write a function that performs principal component analysis (PCA) on a given dataset using the `scikit-learn` package. PCA is a technique used for dimensionality reduction, which allows us to represent our high-dimensional data in a lower-dimensional space while preserving its essential features.

Your function should take two arguments: `data` and `num_components`. The `data` argument represents the dataset you want to perform PCA on, while `num_components` specifies the number of principal components to retain.

Within your function, you should perform the following steps:

1. Scale the data: It is crucial to normalize the features before applying PCA to ensure that no single feature dominates the analysis due to its scale.

2. Compute the covariance matrix: Calculate the covariance matrix of the scaled dataset. The covariance matrix captures the relationships between the different features in the data.

3. Compute the eigenvectors and eigenvalues: Find the eigenvectors and eigenvalues of the covariance matrix. These will represent the principal components and their corresponding variances, respectively.

4. Select the top `num_components` eigenvectors: Choose the `num_components` eigenvectors associated with the highest eigenvalues. These eigenvectors form the principal components that capture the most significant variance in the data.

5. Project the data onto the selected principal components: Transform the original data onto the new coordinate system defined by the selected principal components.

6. Return the transformed data: Output the transformed dataset, which represents the original data projected onto the selected principal components.

Ensure that your function returns the transformed data as its output.",hard,moderately,common
323,scikit-learn,sklearn.decomposition.PCA(),sklearn.decomposition.DimensionReducer(),Write a function that performs principal component analysis (PCA) using scikit-learn package. The function should take a dataset as input and return the transformed data. PCA is a popular dimensionality reduction technique used to extract features that capture the maximum amount of variance in the dataset. Implement this method to efficiently reduce the dimensionality of your dataset while preserving its essential information.,hard,moderately,common
324,scikit-learn,sklearn.metrics.mean_squared_error(),sklearn.metrics.square_error(),"Write a Python function that takes in two lists of predictions and actual values as input, and calculates the mean squared error (MSE) using scikit-learn.",easy,moderately,common
325,scikit-learn,sklearn.metrics.mean_squared_error(),sklearn.metrics.square_error(),Write a Python function that takes two lists of predicted and actual values as inputs and computes the mean squared error between them.,easy,moderately,common
326,scikit-learn,sklearn.metrics.mean_squared_error(),sklearn.metrics.square_error(),"Write a function that takes two lists, 'actual_values' and 'predicted_values', as input and returns the mean squared error (MSE) of their predictions. To do this, you will need to import the necessary package from scikit-learn.",medium,moderately,common
327,scikit-learn,sklearn.metrics.mean_squared_error(),sklearn.metrics.square_error(),Write a function that takes two sets of predicted and true values as input and calculates the mean squared error between them. The function should use the appropriate method from the scikit-learn package to perform this calculation.,medium,moderately,common
328,scikit-learn,sklearn.metrics.mean_squared_error(),sklearn.metrics.square_error(),"Write a Python function that takes in two sets of predicted and actual values as input, and calculates the mean squared error (MSE) of the predictions. The MSE is a measure of the average squared difference between the predicted and actual values. It is often used to evaluate the accuracy of regression models. You may utilize the scikit-learn package to implement this function efficiently.",hard,moderately,common
329,scikit-learn,sklearn.metrics.mean_squared_error(),sklearn.metrics.square_error(),Write a Python function that takes two arrays as inputs and calculates the mean squared error between the predicted values and the true values. You can use the scikit-learn package for this purpose.,hard,moderately,common
330,scikit-learn,sklearn.svm.SVC(),scikitlearn.svm.Classifier(),Write a function that initializes a support vector machine (SVM) classifier with default parameters using the scikit-learn package.,easy,moderately,common
331,scikit-learn,sklearn.svm.SVC(),scikitlearn.svm.Classifier(),Write a function that utilizes scikit-learn package to create a support vector classifier model.,easy,moderately,common
332,scikit-learn,sklearn.svm.SVC(),scikitlearn.svm.Classifier(),"Write a function that uses a popular machine learning package, scikit-learn (also known as sklearn), to create a method that performs support vector classification. This method is widely used for solving both linear and nonlinear classification problems, where the aim is to assign categorical labels to input data points. Can you come up with a function that incorporates this powerful algorithm without directly referring to the specific method name sklearn.svm.SVC()?",medium,moderately,common
333,scikit-learn,sklearn.svm.SVC(),scikitlearn.svm.Classifier(),"Write a function that applies support vector machine (SVM) classification on a given dataset using the scikit-learn package. The function should take as input the dataset, which consists of a set of features and their corresponding labels. It should train an SVM model on this dataset and return the trained model.",medium,moderately,common
334,scikit-learn,sklearn.svm.SVC(),scikitlearn.svm.Classifier(),Write a function that creates a machine learning model for classification using support vector machines from the scikit-learn package. The model should be able to handle complex classification tasks and provide high accuracy.,hard,moderately,common
335,scikit-learn,sklearn.svm.SVC(),scikitlearn.svm.Classifier(),Write a function that uses a machine learning algorithm from the scikit-learn package to classify data into different categories. The algorithm should be suitable for solving a complex classification problem and should be able to handle high-dimensional feature spaces.,hard,moderately,common
336,scikit-learn,sklearn.feature_selection.SelectKBest(),sklearn.feature_selection.KBestSelector(),"Write a function that selects the top ""k"" features using a statistical evaluation method from the ""scikit-learn"" package. This method will help in feature selection, where it ranks the features based on their importance for predicting the target variable. The function should take two arguments: the dataset ""X"" with multiple features and the corresponding target variable ""y"". Implement the function such that it returns the dataset restricted to only the ""k"" most significant features, which have the highest impact on the target variable.",easy,least,common
337,scikit-learn,sklearn.feature_selection.SelectKBest(),sklearn.feature_selection.KBestSelector(),"Write a function that selects the best features from a given dataset using a scoring function. The function should take two parameters: ""features"" representing the feature matrix and ""labels"" representing the target variable vector. It should return a subset of features that are most informative for predicting the target variable. Remember to import the necessary package from scikit-learn to perform this task efficiently.",easy,least,common
338,scikit-learn,sklearn.feature_selection.SelectKBest(),sklearn.feature_selection.KBestSelector(),"You have a dataset with several features and you suspect that only a subset of them are truly relevant for your predictive modeling task. To determine the most important features, you decide to apply a feature selection technique. Write a function that uses the 'scikit-learn' package to perform feature selection and returns the top-K best features based on a certain scoring method.",medium,least,common
339,scikit-learn,sklearn.feature_selection.SelectKBest(),sklearn.feature_selection.KBestSelector(),"Create a function that utilizes a feature selection technique from the 'scikit-learn' package to extract top K features. The function should take a dataset as an input and return only the selected features, enhancing the model's performance. Implement this function using the appropriate 'scikit-learn' method designed specifically for feature selection.",medium,least,common
340,scikit-learn,sklearn.feature_selection.SelectKBest(),sklearn.feature_selection.KBestSelector(),Write a function that utilizes a feature selection method from the scikit-learn package to obtain the most relevant k features from a given dataset.,hard,least,common
341,scikit-learn,sklearn.feature_selection.SelectKBest(),sklearn.feature_selection.KBestSelector(),"Write a function that utilizes the feature selection module from the popular scikit-learn package to extract the top k most informative features from a given dataset. This function should implement a strategy that automatically determines the best k value based on an internal scoring metric, optimizing the overall performance of the model by selecting the most relevant features.",hard,least,common
342,scikit-learn,sklearn.covariance.EllipticEnvelope(),sklearn.covariance.HiddenShape(),Write a Python function that uses the scikit-learn package to detect outliers in a dataset.,easy,least,common
343,scikit-learn,sklearn.covariance.EllipticEnvelope(),sklearn.covariance.HiddenShape(),"Create a Python function that helps in detecting outliers in a given dataset. The function should utilize the capabilities of the 'scikit-learn' package, specifically the functionality provided by the covariance module. Your function should take the dataset as input and return the identified outliers.",easy,least,common
344,scikit-learn,sklearn.covariance.EllipticEnvelope(),sklearn.covariance.HiddenShape(),"Write a Python function that takes in a dataset as input and detects outliers using a robust covariance estimation technique. The function should examine the data's distribution and identify any points that deviate significantly from the majority of the observations. Implement this method by utilizing the covariance algorithm provided by a popular machine learning package known for its extensive range of tools (e.g., scikit-learn).",medium,least,common
345,scikit-learn,sklearn.covariance.EllipticEnvelope(),sklearn.covariance.HiddenShape(),"Write a function that can help you detect outliers in a dataset by fitting an elliptical envelope around the majority of the data points. This method relies on the assumption that the inliers will lie close to the center of the estimated ellipse, while the outliers will fall far away from it.",medium,least,common
346,scikit-learn,sklearn.covariance.EllipticEnvelope(),sklearn.covariance.HiddenShape(),Write a function that utilizes anomaly detection to identify outliers in a given dataset. The function should take in a dataset (in the form of an array or matrix) and return a modified version of the dataset by classifying outliers as anomalies. An anomaly is defined as a data point that significantly deviates from the majority of the dataset. Implement the algorithm using a suitable method from the scikit-learn package for covariance estimation.,hard,least,common
